,id,initiative,deepseek_7b_vote,deepseek_7b_for_prob,deepseek_7b_against_prob,deepseek_7b_abstain_prob
0,042/000002,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
1,042/000003,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
2,042/000010,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
3,042/000011,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
4,042/000012,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
5,042/000017,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
6,042/000021,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
7,042/000023,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
8,042/000024,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
9,042/000032,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
10,042/000037,Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.,-1,0.38242961236973994,0.6039969602495355,0.013573427380724526
11,110/000004,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
12,110/000005,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
13,110/000006,"Convenio europeo sobre protección de animales de compañía, hecho en Estrasburgo el 13 de noviembre de 1987, así como Reserva y Declaración que España desea formular.",0,0.6488493422006083,0.3511506577993917,0.0
14,110/000007,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
15,110/000008,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
16,110/000009,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
17,110/000010,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
18,110/000010,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",-1,0.40225096023970613,0.5778413238930596,0.01990771586723419
19,110/000011,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",-1,0.40225096023970613,0.5778413238930596,0.01990771586723419
20,110/000011,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",-1,0.4793184947093351,0.49929418451774965,0.02138732077291529
